season,lg,team,abbreviation,playoffs,franchise_id
2009,NBA,New Jersey Nets,NJN,False,BRK
2009,NBA,New Orleans Hornets,NOH,True,NOH
2009,NBA,New York Knicks,NYK,False,NYK
2009,NBA,Oklahoma City Thunder,OKC,False,OKC
2009,NBA,Orlando Magic,ORL,True,ORL
2009,NBA,Philadelphia 76ers,PHI,True,PHI
2009,NBA,Phoenix Suns,PHO,False,PHO
2009,NBA,Portland Trail Blazers,POR,True,POR
2009,NBA,Sacramento Kings,SAC,False,SAC
2009,NBA,San Antonio Spurs,SAS,True,SAS
2009,NBA,Toronto Raptors,TOR,False,TOR
2009,NBA,Utah Jazz,UTA,True,UTA
2009,NBA,Washington Wizards,WAS,False,WAS
2008,NBA,Atlanta Hawks,ATL,True,ATL
2008,NBA,Boston Celtics,BOS,True,BOS
2008,NBA,Charlotte Bobcats,CHA,False,CHA
2008,NBA,Chicago Bulls,CHI,False,CHI
2008,NBA,Cleveland Cavaliers,CLE,True,CLE
2008,NBA,Dallas Mavericks,DAL,True,DAL
2008,NBA,Denver Nuggets,DEN,True,DEN
2008,NBA,Detroit Pistons,DET,True,DET
2008,NBA,Golden State Warriors,GSW,False,GSW
2008,NBA,Houston Rockets,HOU,True,HOU
2008,NBA,Indiana Pacers,IND,False,IND
2008,NBA,Los Angeles Clippers,LAC,False,LAC
2008,NBA,Los Angeles Lakers,LAL,True,LAL
2008,NBA,Memphis Grizzlies,MEM,False,MEM
2008,NBA,Miami Heat,MIA,False,MIA
2008,NBA,Milwaukee Bucks,MIL,False,MIL
2008,NBA,Minnesota Timberwolves,MIN,False,MIN
2008,NBA,New Jersey Nets,NJN,False,BRK
2008,NBA,New Orleans Hornets,NOH,True,NOH
2008,NBA,New York Knicks,NYK,False,NYK
2008,NBA,Orlando Magic,ORL,True,ORL
2008,NBA,Philadelphia 76ers,PHI,True,PHI
2008,NBA,Phoenix Suns,PHO,True,PHO
2008,NBA,Portland Trail Blazers,POR,False,POR
2008,NBA,Sacramento Kings,SAC,False,SAC
2008,NBA,San Antonio Spurs,SAS,True,SAS
2008,NBA,Seattle SuperSonics,SEA,False,SEA
2008,NBA,Toronto Raptors,TOR,True,TOR
2008,NBA,Utah Jazz,UTA,True,UTA
2008,NBA,Washington Wizards,WAS,True,WAS
2007,NBA,Atlanta Hawks,ATL,False,ATL
2007,NBA,Boston Celtics,BOS,False,BOS
2007,NBA,Charlotte Bobcats,CHA,False,CHA
2007,NBA,Chicago Bulls,CHI,True,CHI
2007,NBA,Cleveland Cavaliers,CLE,True,CLE
2007,NBA,Dallas Mavericks,DAL,True,DAL
2007,NBA,Denver Nuggets,DEN,True,DEN
2007,NBA,Detroit Pistons,DET,True,DET
2007,NBA,Golden State Warriors,GSW,True,GSW
2007,NBA,Houston Rockets,HOU,True,HOU
2007,NBA,Indiana Pacers,IND,False,IND
2007,NBA,Los Angeles Clippers,LAC,False,LAC
2007,NBA,Los Angeles Lakers,LAL,True,LAL
2007,NBA,Memphis Grizzlies,MEM,False,MEM
2007,NBA,Miami Heat,MIA,True,MIA
2007,NBA,Milwaukee Bucks,MIL,False,MIL
2007,NBA,Minnesota Timberwolves,MIN,False,MIN
2007,NBA,New Jersey Nets,NJN,True,BRK
2007,NBA,New Orleans/Oklahoma City Hornets,NOK,False,NOK
2007,NBA,New York Knicks,NYK,False,NYK
2007,NBA,Orlando Magic,ORL,True,ORL
2007,NBA,Philadelphia 76ers,PHI,False,PHI
2007,NBA,Phoenix Suns,PHO,True,PHO
2007,NBA,Portland Trail Blazers,POR,False,POR
2007,NBA,Sacramento Kings,SAC,False,SAC
2007,NBA,San Antonio Spurs,SAS,True,SAS
2007,NBA,Seattle SuperSonics,SEA,False,SEA
2007,NBA,Toronto Raptors,TOR,True,TOR
2007,NBA,Utah Jazz,UTA,True,UTA
2007,NBA,Washington Wizards,WAS,True,WAS
2006,NBA,Atlanta Hawks,ATL,False,ATL
2006,NBA,Boston Celtics,BOS,False,BOS
2006,NBA,Charlotte Bobcats,CHA,False,CHA
2006,NBA,Chicago Bulls,CHI,True,CHI
2006,NBA,Cleveland Cavaliers,CLE,True,CLE
2006,NBA,Dallas Mavericks,DAL,True,DAL
2006,NBA,Denver Nuggets,DEN,True,DEN
2006,NBA,Detroit Pistons,DET,True,DET
2006,NBA,Golden State Warriors,GSW,False,GSW
2006,NBA,Houston Rockets,HOU,False,HOU
2006,NBA,Indiana Pacers,IND,True,IND
2006,NBA,Los Angeles Clippers,LAC,True,LAC
2006,NBA,Los Angeles Lakers,LAL,True,LAL
2006,NBA,Memphis Grizzlies,MEM,True,MEM
2006,NBA,Miami Heat,MIA,True,MIA
2006,NBA,Milwaukee Bucks,MIL,True,MIL
2006,NBA,Minnesota Timberwolves,MIN,False,MIN
2006,NBA,New Jersey Nets,NJN,True,BRK
2006,NBA,New Orleans/Oklahoma City Hornets,NOK,False,NOK
2006,NBA,New York Knicks,NYK,False,NYK
2006,NBA,Orlando Magic,ORL,False,ORL
2006,NBA,Philadelphia 76ers,PHI,False,PHI
2006,NBA,Phoenix Suns,PHO,True,PHO
2006,NBA,Portland Trail Blazers,POR,False,POR
2006,NBA,Sacramento Kings,SAC,True,SAC
2006,NBA,San Antonio Spurs,SAS,True,SAS
2006,NBA,Seattle SuperSonics,SEA,False,SEA
2006,NBA,Toronto Raptors,TOR,False,TOR
2006,NBA,Utah Jazz,UTA,False,UTA
2006,NBA,Washington Wizards,WAS,True,WAS
2005,NBA,Atlanta Hawks,ATL,False,ATL
2005,NBA,Boston Celtics,BOS,True,BOS
2005,NBA,Charlotte Bobcats,CHA,False,CHA
2005,NBA,Chicago Bulls,CHI,True,CHI
2005,NBA,Cleveland Cavaliers,CLE,False,CLE
2005,NBA,Dallas Mavericks,DAL,True,DAL
2005,NBA,Denver Nuggets,DEN,True,DEN
2005,NBA,Detroit Pistons,DET,True,DET
2005,NBA,Golden State Warriors,GSW,False,GSW
2005,NBA,Houston Rockets,HOU,True,HOU
2005,NBA,Indiana Pacers,IND,True,IND
2005,NBA,Los Angeles Clippers,LAC,False,LAC
2005,NBA,Los Angeles Lakers,LAL,False,LAL
2005,NBA,Memphis Grizzlies,MEM,True,MEM
2005,NBA,Miami Heat,MIA,True,MIA
2005,NBA,Milwaukee Bucks,MIL,False,MIL
2005,NBA,Minnesota Timberwolves,MIN,False,MIN
2005,NBA,New Jersey Nets,NJN,True,BRK
2005,NBA,New Orleans Hornets,NOH,False,NOH
2005,NBA,New York Knicks,NYK,False,NYK
2005,NBA,Orlando Magic,ORL,False,ORL
2005,NBA,Philadelphia 76ers,PHI,True,PHI
2005,NBA,Phoenix Suns,PHO,True,PHO
2005,NBA,Portland Trail Blazers,POR,False,POR
2005,NBA,Sacramento Kings,SAC,True,SAC
2005,NBA,San Antonio Spurs,SAS,True,SAS
2005,NBA,Seattle SuperSonics,SEA,True,SEA
2005,NBA,Toronto Raptors,TOR,False,TOR
2005,NBA,Utah Jazz,UTA,False,UTA
2005,NBA,Washington Wizards,WAS,True,WAS
2004,NBA,Atlanta Hawks,ATL,False,ATL
2004,NBA,Boston Celtics,BOS,True,BOS
2004,NBA,Chicago Bulls,CHI,False,CHI
2004,NBA,Cleveland Cavaliers,CLE,False,CLE
2004,NBA,Dallas Mavericks,DAL,True,DAL
2004,NBA,Denver Nuggets,DEN,True,DEN
2004,NBA,Detroit Pistons,DET,True,DET
2004,NBA,Golden State Warriors,GSW,False,GSW
2004,NBA,Houston Rockets,HOU,True,HOU
2004,NBA,Indiana Pacers,IND,True,IND
2004,NBA,Los Angeles Clippers,LAC,False,LAC
2004,NBA,Los Angeles Lakers,LAL,True,LAL
2004,NBA,Memphis Grizzlies,MEM,True,MEM
2004,NBA,Miami Heat,MIA,True,MIA
2004,NBA,Milwaukee Bucks,MIL,True,MIL
2004,NBA,Minnesota Timberwolves,MIN,True,MIN
2004,NBA,New Jersey Nets,NJN,True,BRK
2004,NBA,New Orleans Hornets,NOH,True,NOH
2004,NBA,New York Knicks,NYK,True,NYK
2004,NBA,Orlando Magic,ORL,False,ORL
2004,NBA,Philadelphia 76ers,PHI,False,PHI
2004,NBA,Phoenix Suns,PHO,False,PHO
2004,NBA,Portland Trail Blazers,POR,False,POR
2004,NBA,Sacramento Kings,SAC,True,SAC
2004,NBA,San Antonio Spurs,SAS,True,SAS
2004,NBA,Seattle SuperSonics,SEA,False,SEA
2004,NBA,Toronto Raptors,TOR,False,TOR
2004,NBA,Utah Jazz,UTA,False,UTA
2004,NBA,Washington Wizards,WAS,False,WAS
2003,NBA,Atlanta Hawks,ATL,False,ATL
2003,NBA,Boston Celtics,BOS,True,BOS
2003,NBA,Chicago Bulls,CHI,False,CHI
2003,NBA,Cleveland Cavaliers,CLE,False,CLE
2003,NBA,Dallas Mavericks,DAL,True,DAL
2003,NBA,Denver Nuggets,DEN,False,DEN
2003,NBA,Detroit Pistons,DET,True,DET
2003,NBA,Golden State Warriors,GSW,False,GSW
2003,NBA,Houston Rockets,HOU,False,HOU
2003,NBA,Indiana Pacers,IND,True,IND
2003,NBA,Los Angeles Clippers,LAC,False,LAC
2003,NBA,Los Angeles Lakers,LAL,True,LAL
2003,NBA,Memphis Grizzlies,MEM,False,MEM
2003,NBA,Miami Heat,MIA,False,MIA
2003,NBA,Milwaukee Bucks,MIL,True,MIL
2003,NBA,Minnesota Timberwolves,MIN,True,MIN
2003,NBA,New Jersey Nets,NJN,True,BRK
2003,NBA,New Orleans Hornets,NOH,True,NOH
2003,NBA,New York Knicks,NYK,False,NYK
2003,NBA,Orlando Magic,ORL,True,ORL
2003,NBA,Philadelphia 76ers,PHI,True,PHI
2003,NBA,Phoenix Suns,PHO,True,PHO
2003,NBA,Portland Trail Blazers,POR,True,POR
2003,NBA,Sacramento Kings,SAC,True,SAC
2003,NBA,San Antonio Spurs,SAS,True,SAS
2003,NBA,Seattle SuperSonics,SEA,False,SEA
2003,NBA,Toronto Raptors,TOR,False,TOR
2003,NBA,Utah Jazz,UTA,True,UTA
2003,NBA,Washington Wizards,WAS,False,WAS
2002,NBA,Atlanta Hawks,ATL,False,ATL
2002,NBA,Boston Celtics,BOS,True,BOS
2002,NBA,Charlotte Hornets,CHH,True,CHA
2002,NBA,Chicago Bulls,CHI,False,CHI
2002,NBA,Cleveland Cavaliers,CLE,False,CLE
2002,NBA,Dallas Mavericks,DAL,True,DAL
2002,NBA,Denver Nuggets,DEN,False,DEN
2002,NBA,Detroit Pistons,DET,True,DET
2002,NBA,Golden State Warriors,GSW,False,GSW
2002,NBA,Houston Rockets,HOU,False,HOU
2002,NBA,Indiana Pacers,IND,True,IND
2002,NBA,Los Angeles Clippers,LAC,False,LAC
2002,NBA,Los Angeles Lakers,LAL,True,LAL
2002,NBA,Memphis Grizzlies,MEM,False,MEM
2002,NBA,Miami Heat,MIA,False,MIA
2002,NBA,Milwaukee Bucks,MIL,False,MIL
2002,NBA,Minnesota Timberwolves,MIN,True,MIN
2002,NBA,New Jersey Nets,NJN,True,BRK
2002,NBA,New York Knicks,NYK,False,NYK
2002,NBA,Orlando Magic,ORL,True,ORL
2002,NBA,Philadelphia 76ers,PHI,True,PHI
2002,NBA,Phoenix Suns,PHO,False,PHO
2002,NBA,Portland Trail Blazers,POR,True,POR
2002,NBA,Sacramento Kings,SAC,True,SAC
2002,NBA,San Antonio Spurs,SAS,True,SAS
2002,NBA,Seattle SuperSonics,SEA,True,SEA
2002,NBA,Toronto Raptors,TOR,True,TOR
2002,NBA,Utah Jazz,UTA,True,UTA
2002,NBA,Washington Wizards,WAS,False,WAS
2001,NBA,Atlanta Hawks,ATL,False,ATL
2001,NBA,Boston Celtics,BOS,False,BOS
2001,NBA,Charlotte Hornets,CHH,True,CHA
2001,NBA,Chicago Bulls,CHI,False,CHI
2001,NBA,Cleveland Cavaliers,CLE,False,CLE
2001,NBA,Dallas Mavericks,DAL,True,DAL
2001,NBA,Denver Nuggets,DEN,False,DEN
2001,NBA,Detroit Pistons,DET,False,DET
2001,NBA,Golden State Warriors,GSW,False,GSW
2001,NBA,Houston Rockets,HOU,False,HOU
2001,NBA,Indiana Pacers,IND,True,IND
2001,NBA,Los Angeles Clippers,LAC,False,LAC
2001,NBA,Los Angeles Lakers,LAL,True,LAL
2001,NBA,Miami Heat,MIA,True,MIA
2001,NBA,Milwaukee Bucks,MIL,True,MIL
2001,NBA,Minnesota Timberwolves,MIN,True,MIN
2001,NBA,New Jersey Nets,NJN,False,BRK
2001,NBA,New York Knicks,NYK,True,NYK
2001,NBA,Orlando Magic,ORL,True,ORL
2001,NBA,Philadelphia 76ers,PHI,True,PHI
2001,NBA,Phoenix Suns,PHO,True,PHO
2001,NBA,Portland Trail Blazers,POR,True,POR
2001,NBA,Sacramento Kings,SAC,True,SAC
2001,NBA,San Antonio Spurs,SAS,True,SAS
2001,NBA,Seattle SuperSonics,SEA,False,SEA
2001,NBA,Toronto Raptors,TOR,True,TOR
2001,NBA,Utah Jazz,UTA,True,UTA
2001,NBA,Vancouver Grizzlies,VAN,False,VAN
2001,NBA,Washington Wizards,WAS,False,WAS
2000,NBA,Atlanta Hawks,ATL,False,ATL
2000,NBA,Boston Celtics,BOS,False,BOS
2000,NBA,Charlotte Hornets,CHH,True,CHA
2000,NBA,Chicago Bulls,CHI,False,CHI
2000,NBA,Cleveland Cavaliers,CLE,False,CLE
2000,NBA,Dallas Mavericks,DAL,False,DAL
2000,NBA,Denver Nuggets,DEN,False,DEN
2000,NBA,Detroit Pistons,DET,True,DET
2000,NBA,Golden State Warriors,GSW,False,GSW
2000,NBA,Houston Rockets,HOU,False,HOU
2000,NBA,Indiana Pacers,IND,True,IND
2000,NBA,Los Angeles Clippers,LAC,False,LAC
2000,NBA,Los Angeles Lakers,LAL,True,LAL
2000,NBA,Miami Heat,MIA,True,MIA
2000,NBA,Milwaukee Bucks,MIL,True,MIL
2000,NBA,Minnesota Timberwolves,MIN,True,MIN
2000,NBA,New Jersey Nets,NJN,False,BRK
2000,NBA,New York Knicks,NYK,True,NYK
2000,NBA,Orlando Magic,ORL,False,ORL
2000,NBA,Philadelphia 76ers,PHI,True,PHI
2000,NBA,Phoenix Suns,PHO,True,PHO
2000,NBA,Portland Trail Blazers,POR,True,POR
2000,NBA,Sacramento Kings,SAC,True,SAC
2000,NBA,San Antonio Spurs,SAS,True,SAS
2000,NBA,Seattle SuperSonics,SEA,True,SEA
2000,NBA,Toronto Raptors,TOR,True,TOR
2000,NBA,Utah Jazz,UTA,True,UTA
2000,NBA,Vancouver Grizzlies,VAN,False,VAN
2000,NBA,Washington Wizards,WAS,False,WAS
1999,NBA,Atlanta Hawks,ATL,True,ATL
1999,NBA,Boston Celtics,BOS,False,BOS
1999,NBA,Charlotte Hornets,CHH,False,CHA
1999,NBA,Chicago Bulls,CHI,False,CHI
1999,NBA,Cleveland Cavaliers,CLE,False,CLE
1999,NBA,Dallas Mavericks,DAL,False,DAL
1999,NBA,Denver Nuggets,DEN,False,DEN
1999,NBA,Detroit Pistons,DET,True,DET
1999,NBA,Golden State Warriors,GSW,False,GSW
1999,NBA,Houston Rockets,HOU,True,HOU
1999,NBA,Indiana Pacers,IND,True,IND
1999,NBA,Los Angeles Clippers,LAC,False,LAC
1999,NBA,Los Angeles Lakers,LAL,True,LAL
1999,NBA,Miami Heat,MIA,True,MIA
1999,NBA,Milwaukee Bucks,MIL,True,MIL
1999,NBA,Minnesota Timberwolves,MIN,True,MIN
1999,NBA,New Jersey Nets,NJN,False,BRK
1999,NBA,New York Knicks,NYK,True,NYK
1999,NBA,Orlando Magic,ORL,True,ORL
1999,NBA,Philadelphia 76ers,PHI,True,PHI
1999,NBA,Phoenix Suns,PHO,True,PHO
1999,NBA,Portland Trail Blazers,POR,True,POR
1999,NBA,Sacramento Kings,SAC,True,SAC
1999,NBA,San Antonio Spurs,SAS,True,SAS
1999,NBA,Seattle SuperSonics,SEA,False,SEA
1999,NBA,Toronto Raptors,TOR,False,TOR
1999,NBA,Utah Jazz,UTA,True,UTA
1999,NBA,Vancouver Grizzlies,VAN,False,VAN
1999,NBA,Washington Wizards,WAS,False,WAS
1998,NBA,Atlanta Hawks,ATL,True,ATL
1998,NBA,Boston Celtics,BOS,False,BOS
1998,NBA,Charlotte Hornets,CHH,True,CHA
1998,NBA,Chicago Bulls,CHI,True,CHI
1998,NBA,Cleveland Cavaliers,CLE,True,CLE
1998,NBA,Dallas Mavericks,DAL,False,DAL
1998,NBA,Denver Nuggets,DEN,False,DEN
1998,NBA,Detroit Pistons,DET,False,DET
1998,NBA,Golden State Warriors,GSW,False,GSW
1998,NBA,Houston Rockets,HOU,True,HOU
1998,NBA,Indiana Pacers,IND,True,IND
1998,NBA,Los Angeles Clippers,LAC,False,LAC
1998,NBA,Los Angeles Lakers,LAL,True,LAL
1998,NBA,Miami Heat,MIA,True,MIA
1998,NBA,Milwaukee Bucks,MIL,False,MIL
1998,NBA,Minnesota Timberwolves,MIN,True,MIN
1998,NBA,New Jersey Nets,NJN,True,BRK
1998,NBA,New York Knicks,NYK,True,NYK
1998,NBA,Orlando Magic,ORL,False,ORL
1998,NBA,Philadelphia 76ers,PHI,False,PHI
1998,NBA,Phoenix Suns,PHO,True,PHO
1998,NBA,Portland Trail Blazers,POR,True,POR
1998,NBA,Sacramento Kings,SAC,False,SAC
1998,NBA,San Antonio Spurs,SAS,True,SAS
1998,NBA,Seattle SuperSonics,SEA,True,SEA
1998,NBA,Toronto Raptors,TOR,False,TOR
1998,NBA,Utah Jazz,UTA,True,UTA
1998,NBA,Vancouver Grizzlies,VAN,False,VAN
1998,NBA,Washington Wizards,WAS,False,WAS
1997,NBA,Atlanta Hawks,ATL,True,ATL
1997,NBA,Boston Celtics,BOS,False,BOS
1997,NBA,Charlotte Hornets,CHH,True,CHA
1997,NBA,Chicago Bulls,CHI,True,CHI
1997,NBA,Cleveland Cavaliers,CLE,False,CLE
1997,NBA,Dallas Mavericks,DAL,False,DAL
1997,NBA,Denver Nuggets,DEN,False,DEN
1997,NBA,Detroit Pistons,DET,True,DET
1997,NBA,Golden State Warriors,GSW,False,GSW
1997,NBA,Houston Rockets,HOU,True,HOU
1997,NBA,Indiana Pacers,IND,False,IND
1997,NBA,Los Angeles Clippers,LAC,True,LAC
1997,NBA,Los Angeles Lakers,LAL,True,LAL
1997,NBA,Miami Heat,MIA,True,MIA
1997,NBA,Milwaukee Bucks,MIL,False,MIL
1997,NBA,Minnesota Timberwolves,MIN,True,MIN
1997,NBA,New Jersey Nets,NJN,False,BRK
1997,NBA,New York Knicks,NYK,True,NYK
1997,NBA,Orlando Magic,ORL,True,ORL
1997,NBA,Philadelphia 76ers,PHI,False,PHI
1997,NBA,Phoenix Suns,PHO,True,PHO
1997,NBA,Portland Trail Blazers,POR,True,POR
1997,NBA,Sacramento Kings,SAC,False,SAC
1997,NBA,San Antonio Spurs,SAS,False,SAS
1997,NBA,Seattle SuperSonics,SEA,True,SEA
1997,NBA,Toronto Raptors,TOR,False,TOR
1997,NBA,Utah Jazz,UTA,True,UTA
1997,NBA,Vancouver Grizzlies,VAN,False,VAN
1997,NBA,Washington Bullets,WSB,True,WSB
1996,NBA,Atlanta Hawks,ATL,True,ATL
1996,NBA,Boston Celtics,BOS,False,BOS
1996,NBA,Charlotte Hornets,CHH,False,CHA
1996,NBA,Chicago Bulls,CHI,True,CHI
1996,NBA,Cleveland Cavaliers,CLE,True,CLE
1996,NBA,Dallas Mavericks,DAL,False,DAL
1996,NBA,Denver Nuggets,DEN,False,DEN
1996,NBA,Detroit Pistons,DET,True,DET
1996,NBA,Golden State Warriors,GSW,False,GSW
1996,NBA,Houston Rockets,HOU,True,HOU
1996,NBA,Indiana Pacers,IND,True,IND
1996,NBA,Los Angeles Clippers,LAC,False,LAC
1996,NBA,Los Angeles Lakers,LAL,True,LAL
1996,NBA,Miami Heat,MIA,True,MIA
1996,NBA,Milwaukee Bucks,MIL,False,MIL
1996,NBA,Minnesota Timberwolves,MIN,False,MIN
1996,NBA,New Jersey Nets,NJN,False,BRK
1996,NBA,New York Knicks,NYK,True,NYK
1996,NBA,Orlando Magic,ORL,True,ORL
1996,NBA,Philadelphia 76ers,PHI,False,PHI
1996,NBA,Phoenix Suns,PHO,True,PHO
1996,NBA,Portland Trail Blazers,POR,True,POR
1996,NBA,Sacramento Kings,SAC,True,SAC
1996,NBA,San Antonio Spurs,SAS,True,SAS
1996,NBA,Seattle SuperSonics,SEA,True,SEA
1996,NBA,Toronto Raptors,TOR,False,TOR
1996,NBA,Utah Jazz,UTA,True,UTA
1996,NBA,Vancouver Grizzlies,VAN,False,VAN
1996,NBA,Washington Bullets,WSB,False,WSB
1995,NBA,Atlanta Hawks,ATL,True,ATL
1995,NBA,Boston Celtics,BOS,True,BOS
1995,NBA,Charlotte Hornets,CHH,True,CHA
1995,NBA,Chicago Bulls,CHI,True,CHI
1995,NBA,Cleveland Cavaliers,CLE,True,CLE
1995,NBA,Dallas Mavericks,DAL,False,DAL
1995,NBA,Denver Nuggets,DEN,True,DEN
1995,NBA,Detroit Pistons,DET,False,DET
1995,NBA,Golden State Warriors,GSW,False,GSW
1995,NBA,Houston Rockets,HOU,True,HOU
1995,NBA,Indiana Pacers,IND,True,IND
1995,NBA,Los Angeles Clippers,LAC,False,LAC
1995,NBA,Los Angeles Lakers,LAL,True,LAL
1995,NBA,Miami Heat,MIA,False,MIA
1995,NBA,Milwaukee Bucks,MIL,False,MIL
1995,NBA,Minnesota Timberwolves,MIN,False,MIN
1995,NBA,New Jersey Nets,NJN,False,BRK
1995,NBA,New York Knicks,NYK,True,NYK
1995,NBA,Orlando Magic,ORL,True,ORL
1995,NBA,Philadelphia 76ers,PHI,False,PHI
1995,NBA,Phoenix Suns,PHO,True,PHO
1995,NBA,Portland Trail Blazers,POR,True,POR
1995,NBA,Sacramento Kings,SAC,False,SAC
1995,NBA,San Antonio Spurs,SAS,True,SAS
1995,NBA,Seattle SuperSonics,SEA,True,SEA
1995,NBA,Utah Jazz,UTA,True,UTA
1995,NBA,Washington Bullets,WSB,False,WSB
1994,NBA,Atlanta Hawks,ATL,True,ATL
1994,NBA,Boston Celtics,BOS,False,BOS
1994,NBA,Charlotte Hornets,CHH,False,CHA
1994,NBA,Chicago Bulls,CHI,True,CHI
1994,NBA,Cleveland Cavaliers,CLE,True,CLE
1994,NBA,Dallas Mavericks,DAL,False,DAL
1994,NBA,Denver Nuggets,DEN,True,DEN
1994,NBA,Detroit Pistons,DET,False,DET
1994,NBA,Golden State Warriors,GSW,True,GSW
1994,NBA,Houston Rockets,HOU,True,HOU
1994,NBA,Indiana Pacers,IND,True,IND
1994,NBA,Los Angeles Clippers,LAC,False,LAC
1994,NBA,Los Angeles Lakers,LAL,False,LAL
1994,NBA,Miami Heat,MIA,True,MIA
1994,NBA,Milwaukee Bucks,MIL,False,MIL
1994,NBA,Minnesota Timberwolves,MIN,False,MIN
1994,NBA,New Jersey Nets,NJN,True,BRK
1994,NBA,New York Knicks,NYK,True,NYK
1994,NBA,Orlando Magic,ORL,True,ORL
1994,NBA,Philadelphia 76ers,PHI,False,PHI
1994,NBA,Phoenix Suns,PHO,True,PHO
1994,NBA,Portland Trail Blazers,POR,True,POR
1994,NBA,Sacramento Kings,SAC,False,SAC
1994,NBA,San Antonio Spurs,SAS,True,SAS
1994,NBA,Seattle SuperSonics,SEA,True,SEA
1994,NBA,Utah Jazz,UTA,True,UTA
1994,NBA,Washington Bullets,WSB,False,WSB
1993,NBA,Atlanta Hawks,ATL,True,ATL
1993,NBA,Boston Celtics,BOS,True,BOS
1993,NBA,Charlotte Hornets,CHH,True,CHA
1993,NBA,Chicago Bulls,CHI,True,CHI
1993,NBA,Cleveland Cavaliers,CLE,True,CLE
1993,NBA,Dallas Mavericks,DAL,False,DAL
1993,NBA,Denver Nuggets,DEN,False,DEN
1993,NBA,Detroit Pistons,DET,False,DET
1993,NBA,Golden State Warriors,GSW,False,GSW
1993,NBA,Houston Rockets,HOU,True,HOU
1993,NBA,Indiana Pacers,IND,True,IND
1993,NBA,Los Angeles Clippers,LAC,True,LAC
1993,NBA,Los Angeles Lakers,LAL,True,LAL
1993,NBA,Miami Heat,MIA,False,MIA
1993,NBA,Milwaukee Bucks,MIL,False,MIL
1993,NBA,Minnesota Timberwolves,MIN,False,MIN
1993,NBA,New Jersey Nets,NJN,True,BRK
1993,NBA,New York Knicks,NYK,True,NYK
1993,NBA,Orlando Magic,ORL,False,ORL
1993,NBA,Philadelphia 76ers,PHI,False,PHI
1993,NBA,Phoenix Suns,PHO,True,PHO
1993,NBA,Portland Trail Blazers,POR,True,POR
1993,NBA,Sacramento Kings,SAC,False,SAC
1993,NBA,San Antonio Spurs,SAS,True,SAS
1993,NBA,Seattle SuperSonics,SEA,True,SEA
1993,NBA,Utah Jazz,UTA,True,UTA
1993,NBA,Washington Bullets,WSB,False,WSB
1992,NBA,Atlanta Hawks,ATL,False,ATL
1992,NBA,Boston Celtics,BOS,True,BOS
1992,NBA,Charlotte Hornets,CHH,False,CHA
1992,NBA,Chicago Bulls,CHI,True,CHI
1992,NBA,Cleveland Cavaliers,CLE,True,CLE
1992,NBA,Dallas Mavericks,DAL,False,DAL
1992,NBA,Denver Nuggets,DEN,False,DEN
1992,NBA,Detroit Pistons,DET,True,DET
1992,NBA,Golden State Warriors,GSW,True,GSW
1992,NBA,Houston Rockets,HOU,False,HOU
1992,NBA,Indiana Pacers,IND,True,IND
1992,NBA,Los Angeles Clippers,LAC,True,LAC
1992,NBA,Los Angeles Lakers,LAL,True,LAL
1992,NBA,Miami Heat,MIA,True,MIA
1992,NBA,Milwaukee Bucks,MIL,False,MIL
1992,NBA,Minnesota Timberwolves,MIN,False,MIN
1992,NBA,New Jersey Nets,NJN,True,BRK
1992,NBA,New York Knicks,NYK,True,NYK
1992,NBA,Orlando Magic,ORL,False,ORL
1992,NBA,Philadelphia 76ers,PHI,False,PHI
1992,NBA,Phoenix Suns,PHO,True,PHO
1992,NBA,Portland Trail Blazers,POR,True,POR
1992,NBA,Sacramento Kings,SAC,False,SAC
1992,NBA,San Antonio Spurs,SAS,True,SAS
1992,NBA,Seattle SuperSonics,SEA,True,SEA
1992,NBA,Utah Jazz,UTA,True,UTA
1992,NBA,Washington Bullets,WSB,False,WSB
1991,NBA,Atlanta Hawks,ATL,True,ATL
1991,NBA,Boston Celtics,BOS,True,BOS
1991,NBA,Charlotte Hornets,CHH,False,CHA
1991,NBA,Chicago Bulls,CHI,True,CHI
1991,NBA,Cleveland Cavaliers,CLE,False,CLE
1991,NBA,Dallas Mavericks,DAL,False,DAL
1991,NBA,Denver Nuggets,DEN,False,DEN
1991,NBA,Detroit Pistons,DET,True,DET
1991,NBA,Golden State Warriors,GSW,True,GSW
1991,NBA,Houston Rockets,HOU,True,HOU
1991,NBA,Indiana Pacers,IND,True,IND
1991,NBA,Los Angeles Clippers,LAC,False,LAC
1991,NBA,Los Angeles Lakers,LAL,True,LAL
1991,NBA,Miami Heat,MIA,False,MIA
1991,NBA,Milwaukee Bucks,MIL,True,MIL
1991,NBA,Minnesota Timberwolves,MIN,False,MIN
1991,NBA,New Jersey Nets,NJN,False,BRK
1991,NBA,New York Knicks,NYK,True,NYK
1991,NBA,Orlando Magic,ORL,False,ORL
1991,NBA,Philadelphia 76ers,PHI,True,PHI
1991,NBA,Phoenix Suns,PHO,True,PHO
1991,NBA,Portland Trail Blazers,POR,True,POR
1991,NBA,Sacramento Kings,SAC,False,SAC
1991,NBA,San Antonio Spurs,SAS,True,SAS
1991,NBA,Seattle SuperSonics,SEA,True,SEA
1991,NBA,Utah Jazz,UTA,True,UTA
1991,NBA,Washington Bullets,WSB,False,WSB
1990,NBA,Atlanta Hawks,ATL,False,ATL
